date,year,month,revenue_million,subscriptions_million,marketing_spend_million,ad_spend_million,avg_watch_time_hours,customer_satisfaction,competitor_price_index,gdp_growth,orders,average_order_value,content_genre,subscription_type,region,stock_price,stock_price_next_month,performance_up_next_month
2088-08-31,2088,8,11848.78,135.69,596.74,209.39,1.77,4.91,1.08,3.2,1130750,10478.69,Movies,Standard,North America,2229.31,2232.77,1
2088-09-30,2088,9,11744.11,136.89,514.86,195.02,3.53,4.82,0.98,-0.99,1140750,10295.08,Kids,Premium,North America,2232.77,2237.7,1
2088-10-31,2088,10,12097.56,137.57,404.8,284.49,1.69,4.27,0.98,5.4,1146416,10552.5,Reality,Standard,Europe,2237.7,2242.4,1
2088-11-30,2088,11,11722.73,135.46,497.59,114.55,3.29,4.66,0.91,6.19,1128833,10384.82,Documentary,Standard,Middle East & Africa,2242.4,2245.79,1
2088-12-31,2088,12,11443.76,138.0,386.23,156.12,3.72,4.34,1.26,0.47,1150000,9951.1,Documentary,Basic,Middle East & Africa,2245.79,2249.71,1
2089-01-31,2089,1,11732.75,136.27,330.11,169.99,2.13,4.33,0.98,2.1,1135583,10331.92,Series,Premium,Asia-Pacific,2249.71,2252.4,1
2089-02-28,2089,2,11892.17,137.26,458.9,256.49,4.02,3.67,0.99,-1.32,1143833,10396.77,Movies,Basic,Middle East & Africa,2252.4,2256.21,1
2089-03-31,2089,3,11809.71,138.45,574.86,298.5,1.59,3.69,1.01,3.63,1153750,10235.93,Documentary,Basic,Middle East & Africa,2256.21,2259.52,1
2089-04-30,2089,4,11719.75,137.45,575.2,148.13,4.03,4.29,0.95,1.81,1145416,10231.87,Documentary,Premium,North America,2259.52,2262.71,1
2089-05-31,2089,5,11891.57,136.63,369.67,274.86,2.88,3.9,1.16,0.66,1138583,10444.18,Reality,Basic,Middle East & Africa,2262.71,2266.07,1
2089-06-30,2089,6,11926.36,137.35,434.69,266.12,2.15,3.53,0.93,0.15,1144583,10419.83,Reality,Standard,Middle East & Africa,2266.07,2270.65,1
2089-07-31,2089,7,11994.23,137.47,324.07,144.93,1.9,4.58,0.95,3.73,1145583,10469.98,Series,Basic,North America,2270.65,2274.46,1
2089-08-31,2089,8,11778.2,136.97,598.47,179.87,4.36,3.55,1.16,1.83,1141416,10318.94,Series,Premium,Middle East & Africa,2274.46,2277.65,1
2089-09-30,2089,9,11537.45,137.27,593.39,181.93,1.72,4.39,1.04,-0.06,1143916,10085.92,Series,Standard,North America,2277.65,2281.96,1
2089-10-31,2089,10,11635.61,141.05,477.33,295.64,2.1,4.31,1.18,4.01,1175416,9899.14,Reality,Standard,Asia-Pacific,2281.96,2285.94,1
2089-11-30,2089,11,11957.55,139.04,531.54,136.18,2.54,4.95,1.12,3.02,1158666,10320.1,Reality,Standard,Latin America,2285.94,2290.62,1
2089-12-31,2089,12,11354.52,137.4,500.29,259.83,3.36,4.23,1.0,5.37,1145000,9916.61,Movies,Standard,North America,2290.62,2294.01,1
2090-01-31,2090,1,11714.21,139.46,457.61,166.84,3.13,3.6,1.16,-0.56,1162166,10079.64,Kids,Basic,North America,2294.01,2298.63,1
2090-02-28,2090,2,11489.61,137.47,268.67,246.17,1.88,4.33,0.95,4.79,1145583,10029.49,Kids,Basic,Middle East & Africa,2298.63,2303.42,1
2090-03-31,2090,3,11620.24,140.55,409.17,184.0,2.37,4.76,1.11,3.89,1171250,9921.23,Movies,Standard,North America,2303.42,2307.04,1
2090-04-30,2090,4,11999.15,139.01,486.18,215.67,2.22,5.0,1.07,-0.58,1158416,10358.24,Kids,Premium,Europe,2307.04,2311.85,1
2090-05-31,2090,5,11676.95,138.13,487.14,266.52,2.14,4.15,1.01,4.06,1151083,10144.32,Reality,Standard,Europe,2311.85,2315.66,1
2090-06-30,2090,6,11637.55,139.31,380.59,260.83,2.73,3.98,1.14,2.03,1160916,10024.45,Kids,Basic,Asia-Pacific,2315.66,2320.04,1
2090-07-31,2090,7,11219.67,135.34,579.59,273.28,3.61,4.86,1.25,6.06,1127833,9947.99,Reality,Standard,North America,2320.04,2323.12,1
2090-08-31,2090,8,11855.51,136.3,308.57,111.92,2.15,3.79,1.3,-0.37,1135833,10437.72,Movies,Basic,Middle East & Africa,2323.12,2327.1,1
2090-09-30,2090,9,11829.28,136.24,425.13,238.41,2.6,4.42,1.14,3.64,1135333,10419.22,Series,Standard,Middle East & Africa,2327.1,2331.1,1
2090-10-31,2090,10,12288.62,138.98,491.81,128.0,2.67,4.11,1.06,1.56,1158166,10610.41,Movies,Premium,Latin America,2331.1,2335.96,1
2090-11-30,2090,11,11551.31,142.23,494.0,183.16,4.43,3.56,0.99,6.15,1185250,9745.88,Kids,Standard,Asia-Pacific,2335.96,2339.63,1
2090-12-31,2090,12,11713.39,143.3,477.02,209.72,4.36,4.02,1.0,1.14,1194166,9808.85,Reality,Premium,Middle East & Africa,2339.63,2344.92,1
2091-01-31,2091,1,11726.47,140.18,346.35,180.55,3.9,3.9,1.09,6.2,1168166,10038.36,Kids,Premium,Latin America,2344.92,2349.55,1
2091-02-28,2091,2,12128.89,139.98,304.67,203.92,2.22,4.53,1.05,5.71,1166500,10397.68,Kids,Standard,Middle East & Africa,2349.55,2353.06,1
2091-03-31,2091,3,11631.07,135.44,472.58,299.31,1.7,4.92,1.27,0.66,1128666,10305.15,Series,Premium,Latin America,2353.06,2357.8,1
2091-04-30,2091,4,11747.37,138.03,459.76,127.04,2.45,3.9,1.05,4.93,1150250,10212.88,Kids,Premium,Europe,2357.8,2362.82,1
2091-05-31,2091,5,11850.04,137.61,312.77,235.09,2.3,4.72,1.05,6.46,1146750,10333.59,Series,Basic,Europe,2362.82,2365.65,1
2091-06-30,2091,6,11727.65,138.01,496.8,179.2,3.02,3.58,1.05,0.52,1150083,10197.22,Reality,Basic,Middle East & Africa,2365.65,2369.83,1
2091-07-31,2091,7,11541.75,138.99,409.31,126.6,3.83,4.31,1.23,1.99,1158250,9964.82,Reality,Premium,Asia-Pacific,2369.83,2373.41,1
2091-08-31,2091,8,11737.91,138.45,483.72,131.75,4.07,3.61,1.16,2.66,1153750,10173.7,Series,Standard,North America,2373.41,2377.11,1
2091-09-30,2091,9,12005.77,135.51,543.08,289.85,4.03,4.9,1.15,0.86,1129250,10631.63,Movies,Premium,Asia-Pacific,2377.11,2380.07,1
2091-10-31,2091,10,11379.73,141.03,309.4,275.92,2.58,4.65,1.03,-1.38,1175250,9682.82,Reality,Standard,Asia-Pacific,2380.07,2383.04,1
2091-11-30,2091,11,11731.58,137.46,256.7,281.41,3.56,4.49,1.23,0.26,1145500,10241.45,Movies,Basic,North America,2383.04,2387.02,1
2091-12-31,2091,12,11485.66,140.15,522.69,298.31,2.44,4.74,0.92,0.76,1167916,9834.32,Reality,Standard,Europe,2387.02,2391.21,1
2092-01-31,2092,1,12058.21,143.89,463.39,141.66,1.68,4.47,1.25,2.05,1199083,10056.19,Reality,Premium,Europe,2391.21,2394.17,1
2092-02-29,2092,2,11246.75,137.98,494.87,171.09,3.6,4.95,1.11,-0.13,1149833,9781.2,Documentary,Premium,North America,2394.17,2399.16,1
2092-03-31,2092,3,11540.03,134.82,543.35,233.84,1.53,4.57,1.06,5.49,1123500,10271.5,Kids,Premium,Latin America,2399.16,2403.58,1
2092-04-30,2092,4,11824.88,139.38,530.98,196.76,2.73,4.89,1.1,4.14,1161500,10180.7,Kids,Premium,Asia-Pacific,2403.58,2406.88,1
2092-05-31,2092,5,12185.37,142.23,586.32,183.68,2.49,4.28,1.17,-0.82,1185250,10280.84,Movies,Premium,Middle East & Africa,2406.88,2411.44,1
2092-06-30,2092,6,11699.99,144.01,437.58,171.56,3.58,3.68,0.91,3.7,1200083,9749.32,Kids,Standard,Europe,2411.44,2415.15,1
2092-07-31,2092,7,11557.16,137.71,420.97,218.76,3.8,4.29,1.25,3.73,1147583,10070.87,Movies,Premium,Middle East & Africa,2415.15,2420.36,1
2092-08-31,2092,8,12292.07,141.23,390.66,215.12,2.41,3.69,1.08,6.15,1176916,10444.31,Reality,Basic,North America,2420.36,2423.5,1
2092-09-30,2092,9,11297.33,139.37,303.79,132.29,3.93,4.39,1.04,-1.48,1161416,9727.2,Documentary,Premium,Middle East & Africa,2423.5,2426.87,1
2092-10-31,2092,10,11076.09,140.16,450.41,194.35,2.38,4.22,0.96,0.48,1168000,9482.95,Documentary,Standard,Middle East & Africa,2426.87,2432.36,1
2092-11-30,2092,11,11871.74,145.73,346.95,210.69,2.84,4.43,1.08,5.92,1214416,9775.68,Reality,Premium,Asia-Pacific,2432.36,2437.04,1
2092-12-31,2092,12,11593.13,137.51,572.46,214.06,3.68,3.52,1.1,5.96,1145916,10116.91,Series,Premium,North America,2437.04,2441.55,1
2093-01-31,2093,1,11441.38,141.09,454.12,142.02,3.58,3.79,1.06,4.26,1175750,9731.13,Series,Standard,Middle East & Africa,2441.55,2446.65,1
2093-02-28,2093,2,11964.26,141.59,457.49,248.45,4.46,4.24,1.17,4.63,1179916,10139.93,Kids,Premium,Europe,2446.65,2449.66,1
2093-03-31,2093,3,11828.9,142.9,374.22,105.04,2.18,4.93,1.07,-0.77,1190833,9933.3,Movies,Standard,North America,2449.66,2453.07,1
2093-04-30,2093,4,11590.54,140.99,268.2,170.97,3.49,4.08,1.28,2.61,1174916,9864.99,Documentary,Premium,Europe,2453.07,2456.11,1
2093-05-31,2093,5,11379.67,141.48,261.11,256.04,3.33,4.14,1.14,0.35,1179000,9651.97,Kids,Basic,Latin America,2456.11,2459.55,1
2093-06-30,2093,6,12029.5,140.15,398.17,212.78,4.25,4.57,1.22,-0.05,1167916,10299.97,Reality,Premium,Middle East & Africa,2459.55,2464.37,1
2093-07-31,2093,7,11966.83,141.54,279.6,152.23,1.97,4.41,0.94,4.98,1179500,10145.68,Documentary,Standard,North America,2464.37,2467.59,1
2093-08-31,2093,8,11746.02,140.39,462.4,238.99,3.76,3.95,1.06,-0.42,1169916,10040.05,Movies,Basic,Europe,2467.59,2471.48,1
2093-09-30,2093,9,12333.77,142.39,558.34,213.48,3.2,4.12,1.03,2.25,1186583,10394.36,Movies,Standard,Middle East & Africa,2471.48,2476.78,1
2093-10-31,2093,10,11462.76,140.48,559.02,259.25,2.32,3.83,1.13,6.01,1170666,9791.66,Series,Premium,Asia-Pacific,2476.78,2480.77,1
2093-11-30,2093,11,11330.13,142.04,480.67,247.01,2.92,4.95,1.24,-0.01,1183666,9572.07,Kids,Basic,Europe,2480.77,2486.17,1
2093-12-31,2093,12,11584.22,141.3,323.93,222.02,2.5,3.7,0.93,6.32,1177500,9837.98,Reality,Standard,Europe,2486.17,2491.06,1
2094-01-31,2094,1,11782.12,143.68,552.05,197.64,3.24,4.06,0.93,6.45,1197333,9840.3,Documentary,Basic,Latin America,2491.06,2494.92,1
2094-02-28,2094,2,11872.8,141.39,560.13,126.64,4.17,3.54,1.24,2.94,1178250,10076.64,Movies,Basic,Asia-Pacific,2494.92,2498.5,1
2094-03-31,2094,3,11731.43,138.02,318.83,152.27,3.21,3.83,0.99,-0.14,1150166,10199.77,Documentary,Standard,Latin America,2498.5,2502.35,1
2094-04-30,2094,4,11913.42,144.16,508.1,183.82,3.4,4.67,1.17,1.03,1201333,9916.83,Reality,Basic,Asia-Pacific,2502.35,2506.38,1
2094-05-31,2094,5,11436.35,139.9,350.28,219.86,3.06,3.8,1.12,1.9,1165833,9809.6,Documentary,Standard,Europe,2506.38,2510.25,1
2094-06-30,2094,6,12248.95,140.47,530.92,202.74,1.65,3.62,1.23,0.97,1170583,10463.97,Kids,Basic,Latin America,2510.25,2514.6,1
2094-07-31,2094,7,11795.17,140.66,599.03,157.64,2.2,4.21,0.95,0.75,1172166,10062.71,Series,Basic,Middle East & Africa,2514.6,2519.73,1
2094-08-31,2094,8,12159.01,144.67,260.51,101.29,2.98,3.51,0.95,6.28,1205583,10085.59,Documentary,Basic,Asia-Pacific,2519.73,2522.89,1
2094-09-30,2094,9,11930.65,137.72,564.08,199.25,2.43,3.63,1.12,-0.27,1147666,10395.58,Series,Premium,Europe,2522.89,2527.56,1
2094-10-31,2094,10,11968.86,148.33,467.92,157.13,2.05,4.71,1.28,4.37,1236083,9682.89,Reality,Premium,North America,2527.56,2530.28,1
2094-11-30,2094,11,12006.77,144.24,590.68,246.92,3.01,4.66,1.07,-1.5,1202000,9988.99,Series,Standard,Asia-Pacific,2530.28,2535.03,1
2094-12-31,2094,12,11974.15,142.64,412.75,104.79,2.47,4.87,1.03,3.27,1188666,10073.6,Documentary,Basic,Asia-Pacific,2535.03,2540.2,1
2095-01-31,2095,1,12036.66,142.16,546.59,216.97,2.27,4.78,1.14,5.83,1184666,10160.38,Documentary,Standard,Middle East & Africa,2540.2,2543.65,1
2095-02-28,2095,2,12246.59,142.91,271.84,288.29,2.89,4.52,1.27,0.8,1190916,10283.34,Movies,Premium,Asia-Pacific,2543.65,2546.56,1
2095-03-31,2095,3,11910.81,143.45,367.35,134.88,1.9,3.58,1.23,-0.02,1195416,9963.74,Documentary,Premium,Asia-Pacific,2546.56,2550.83,1
2095-04-30,2095,4,12068.56,143.77,273.46,194.33,4.28,4.67,1.3,3.71,1198083,10073.23,Series,Premium,Middle East & Africa,2550.83,2555.97,1
2095-05-31,2095,5,11832.94,143.66,591.37,118.28,4.1,4.77,0.91,4.2,1197166,9884.13,Movies,Premium,Middle East & Africa,2555.97,2561.14,1
2095-06-30,2095,6,12295.9,142.8,535.94,225.14,3.62,4.7,0.95,4.0,1190000,10332.69,Documentary,Standard,Latin America,2561.14,2564.65,1
2095-07-31,2095,7,11664.95,142.29,548.39,210.11,1.82,4.26,1.14,1.05,1185750,9837.61,Documentary,Basic,Europe,2564.65,2568.52,1
2095-08-31,2095,8,12412.15,142.46,578.29,181.47,3.83,3.85,1.23,0.52,1187166,10455.28,Reality,Standard,Europe,2568.52,2573.92,1
2095-09-30,2095,9,11863.83,142.44,279.79,204.28,3.92,4.77,1.01,6.15,1187000,9994.8,Movies,Basic,Latin America,2573.92,2579.26,1
2095-10-31,2095,10,11450.65,145.17,384.96,279.31,3.8,4.59,1.0,5.89,1209750,9465.3,Reality,Premium,Europe,2579.26,2583.03,1
2095-11-30,2095,11,11922.32,144.16,274.86,139.26,1.84,4.97,1.21,2.16,1201333,9924.24,Reality,Basic,Asia-Pacific,2583.03,2587.36,1
2095-12-31,2095,12,11683.57,137.16,323.78,104.51,3.43,3.73,0.92,5.27,1143000,10221.85,Reality,Premium,Latin America,2587.36,2591.27,1
2096-01-31,2096,1,12144.08,144.42,330.28,272.33,4.0,3.84,1.05,2.12,1203500,10090.64,Kids,Standard,Latin America,2591.27,2595.16,1
2096-02-29,2096,2,11700.11,143.57,414.19,215.42,3.23,3.82,1.1,1.9,1196416,9779.3,Reality,Basic,Europe,2595.16,2599.21,1
2096-03-31,2096,3,11766.04,143.21,344.0,278.13,3.44,4.69,1.12,-0.25,1193416,9859.13,Series,Standard,North America,2599.21,2602.83,1
2096-04-30,2096,4,11337.04,142.54,285.34,219.39,2.88,3.78,1.19,1.91,1187833,9544.3,Documentary,Premium,Europe,2602.83,2607.4,1
2096-05-31,2096,5,11772.22,145.64,308.62,262.03,3.09,3.6,1.04,2.8,1213666,9699.72,Kids,Standard,North America,2607.4,2610.59,1
2096-06-30,2096,6,11184.75,145.35,301.55,185.93,1.6,5.0,1.15,-1.32,1211250,9234.06,Reality,Premium,Latin America,2610.59,2614.59,1
2096-07-31,2096,7,11440.75,141.98,590.58,249.97,3.42,3.54,1.13,2.05,1183166,9669.61,Documentary,Premium,North America,2614.59,2619.42,1
2096-08-31,2096,8,12148.04,144.41,515.75,282.61,1.74,4.75,1.12,4.75,1203416,10094.63,Movies,Premium,Asia-Pacific,2619.42,2623.88,1
2096-09-30,2096,9,12159.66,141.73,588.72,214.42,2.81,4.05,1.16,3.94,1181083,10295.35,Movies,Standard,Middle East & Africa,2623.88,2628.54,1
2096-10-31,2096,10,12055.57,140.98,403.91,136.16,2.38,4.76,1.0,3.58,1174833,10261.52,Documentary,Standard,North America,2628.54,2633.62,1
2096-11-30,2096,11,11641.84,142.56,347.43,153.76,3.14,4.33,0.93,5.78,1188000,9799.53,Series,Basic,Middle East & Africa,2633.62,2637.32,1
2096-12-31,2096,12,11921.62,145.6,529.4,139.73,1.9,4.85,0.95,-1.36,1213333,9825.51,Documentary,Basic,Asia-Pacific,2637.32,2642.34,1
2097-01-31,2097,1,11938.86,145.86,364.19,149.37,3.57,4.89,0.99,2.96,1215500,9822.18,Documentary,Standard,Middle East & Africa,2642.34,2646.87,1
2097-02-28,2097,2,11596.43,145.05,354.78,161.28,3.89,3.51,1.1,4.8,1208750,9593.74,Kids,Standard,Asia-Pacific,2646.87,2651.44,1
2097-03-31,2097,3,12398.97,145.54,331.38,211.03,1.99,3.61,1.24,2.83,1212833,10223.15,Movies,Standard,Middle East & Africa,2651.44,2655.19,1
2097-04-30,2097,4,12215.16,145.19,295.39,217.6,1.81,3.88,1.18,1.09,1209916,10095.87,Movies,Standard,Middle East & Africa,2655.19,2658.45,1
2097-05-31,2097,5,11889.67,142.95,339.76,185.3,1.94,4.5,1.22,-0.41,1191250,9980.84,Reality,Premium,Europe,2658.45,2663.85,1
2097-06-30,2097,6,11968.03,145.16,374.36,223.08,4.13,4.83,1.04,5.6,1209666,9893.66,Documentary,Premium,North America,2663.85,2668.09,1
2097-07-31,2097,7,12026.48,145.97,485.9,116.31,3.08,4.19,1.06,2.27,1216416,9886.82,Documentary,Premium,Middle East & Africa,2668.09,2673.32,1
2097-08-31,2097,8,11355.45,145.95,271.9,117.56,2.9,4.41,1.06,5.52,1216250,9336.44,Series,Standard,Latin America,2673.32,2678.02,1
2097-09-30,2097,9,11897.82,146.89,323.68,134.37,1.82,3.78,0.98,3.19,1224083,9719.78,Movies,Premium,Europe,2678.02,2682.3,1
2097-10-31,2097,10,11771.38,146.0,533.16,203.62,3.45,4.71,0.92,3.89,1216666,9675.11,Series,Premium,North America,2682.3,2687.37,1
2097-11-30,2097,11,11679.49,145.35,301.42,142.8,4.1,4.95,1.14,4.93,1211250,9642.51,Kids,Basic,Europe,2687.37,2691.4,1
2097-12-31,2097,12,11899.65,146.86,369.93,156.66,3.98,3.9,1.3,3.77,1223833,9723.26,Reality,Basic,North America,2691.4,2695.24,1
2098-01-31,2098,1,12527.29,144.74,552.63,180.06,3.38,4.24,0.97,1.68,1206166,10386.04,Series,Premium,Asia-Pacific,2695.24,2699.68,1
2098-02-28,2098,2,12184.24,143.1,304.22,262.37,1.73,3.63,0.92,2.61,1192500,10217.39,Movies,Premium,Middle East & Africa,2699.68,2704.63,1
2098-03-31,2098,3,11824.64,144.6,278.96,102.77,1.84,4.34,1.21,4.92,1205000,9812.98,Kids,Premium,Latin America,2704.63,2709.06,1
